epoch,precision,recall,f1,macro_roc_auc
1,0.5386,0.1124,0.0655,0.6363
2,0.397,0.2416,0.2185,0.7865
3,0.5101,0.445,0.4307,0.9145
4,0.7779,0.756,0.7553,0.9815
5,0.9021,0.8971,0.8973,0.997
6,0.9384,0.9306,0.9307,0.9992
7,0.9677,0.9665,0.9662,0.9994


